
peeled	O
**	O

1	QUANTITY
cup	UNIT
-LRB-	O
250	QUANTITY
ml	UNIT
-RRB-	O
sliced	O
mushrooms	NAME

1	QUANTITY
tablespoon	UNIT
sugar	NAME

6	QUANTITY
c.	UNIT
beef	NAME
or	O
chicken	NAME
broth	NAME

1	QUANTITY
red	NAME
bell	NAME
pepper	NAME
,	O
chopped	O

*	O
2	QUANTITY
cloves	UNIT
of	O
garlic	NAME
,	O
minced	O

1/4	QUANTITY
cup	UNIT
olive	NAME
oil	NAME

Lime	NAME
wedges	NAME
,	O
for	O
serving	O

1	QUANTITY
pound	UNIT
mushrooms	NAME

kosher	NAME
salt	NAME

500.0	QUANTITY
g	UNIT
braising	NAME
beef	NAME

1 1/4	QUANTITY
cup	UNIT
-LRB-	UNIT
s	UNIT
-RRB-	UNIT
frozen	NAME
corn	NAME
,	O
thawed	O

1	QUANTITY
large	UNIT
onion	NAME

2	QUANTITY
small	QUANTITY
yellow	NAME
or	NAME
red	NAME
onions	NAME
,	O
diced	O

1	QUANTITY
tbsp	UNIT
-LRB-	O
15	QUANTITY
ml	UNIT
-RRB-	O
worcestershire	NAME
sauce	NAME

1/4	QUANTITY
tsp.	UNIT
.	UNIT
Pepper	NAME

2	QUANTITY
tbsp.	UNIT
.	O
Asian	NAME
fish	NAME
sauce	NAME

1	QUANTITY
medium	UNIT
onion	NAME

2	QUANTITY
tablespoons	UNIT
olive	NAME
oil	NAME

1	QUANTITY
tsp.	UNIT
ground	O
cumin	NAME

2	QUANTITY
cups	UNIT
minced	O
onions	NAME

1	QUANTITY
tablespoon	UNIT
chili	NAME
powder	NAME

1	QUANTITY
whole	NAME
beef	NAME
brisket	NAME
,	O
about	QUANTITY
5	QUANTITY
pounds	UNIT

olive	NAME
oil	NAME

3	QUANTITY
3/4	QUANTITY
lb	UNIT
beef	NAME
eye	NAME
of	NAME
round	NAME
roast	NAME

1/3	QUANTITY
cup	UNIT
ketchup	NAME

1	O
8-ounce	O
can	O
-LRB-	O
s	O
-RRB-	O
tomato	O
sauce	O

1	QUANTITY
large	UNIT
onion	NAME
,	O
thinly	O
sliced	O

2	QUANTITY
tbsp.	UNIT
canola	NAME
oil	NAME

1/4	QUANTITY
tsp.	UNIT
garlic	NAME
powder	NAME
or	O
2	QUANTITY
cloves	UNIT
minced	O
garlic	NAME

1/2	QUANTITY
yellow	NAME
onion	NAME
,	O
thinly	O
sliced	O

1/4	QUANTITY
cup	UNIT
chopped	O
mint	NAME

1	QUANTITY
tablespoon	UNIT
Worcestershire	NAME
sauce	NAME

1	QUANTITY
tablespoon	UNIT
-LRB-	UNIT
s	UNIT
-RRB-	UNIT
tomato	NAME
paste	NAME

1	QUANTITY
tbsp.	UNIT
.	UNIT
Dijon	NAME
mustard	NAME

soured	NAME
cream	NAME
,	O
to	O
serve	O

2	QUANTITY
Tbsp	UNIT
Asian	NAME
fish	NAME
sauce	NAME

1	QUANTITY
bay	NAME
leaf	NAME

1	QUANTITY
pound	UNIT
-LRB-	UNIT
s	UNIT
-RRB-	UNIT
ground	NAME
beef	NAME

1/4	QUANTITY
c.	UNIT
Chopped	O
cilantro	NAME

Freshly	O
ground	O
black	NAME
pepper	NAME

2	QUANTITY
teaspoons	UNIT
minced	O
garlic	NAME

1	QUANTITY
beef	NAME
stock	NAME
cube	UNIT

5	QUANTITY
x	O
Carrots	NAME

8-cup	O
-LRB-	O
2	O
l	O
-RRB-	O
casserole	O
dish	O
with	O
lid	O

Fresh	O
beef	NAME
cube	NAME
steaks	NAME
*	O
700g	O
stewing	NAME
steak	NAME
,	O
cut	O
into	O
chunks	O

1/2	QUANTITY
cup	UNIT
Madeira	NAME
-LRB-	O
may	O
substitute	O
tawny	NAME
port	NAME
-RRB-	O
,	O
or	O
more	QUANTITY
as	QUANTITY
needed	QUANTITY

2	QUANTITY
cups	UNIT
thinly	O
sliced	O
green	NAME
onions	NAME

500	QUANTITY
g	UNIT
potatoes	NAME

chopped	O
fresh	O
parsley	NAME

2	QUANTITY
c.	UNIT
water	NAME

1	QUANTITY
boneless	NAME
beef	NAME
sirloin	NAME
steak	NAME

1	QUANTITY
package	UNIT
baby	NAME
spinach	NAME

1	QUANTITY
medium	UNIT
onion	NAME

1	QUANTITY
c.	UNIT
fresh	O
basil	NAME
leaves	NAME

1	QUANTITY
tablespoon	UNIT
butter	NAME

3	QUANTITY
carrots	NAME
,	O
peeled	O
and	O
sliced	O
into	O
1/2-inch	O
rounds	O

1	QUANTITY
onion	NAME
-LRB-	O
6	QUANTITY
oz	UNIT
.	UNIT
-RRB-	O
,	O
peeled	O
and	O
chopped	O

1	QUANTITY
medium	UNIT
onion	NAME
,	O
chopped	O
-LRB-	O
about	QUANTITY
1	QUANTITY
cup	UNIT
-RRB-	O

2	QUANTITY
cups	UNIT
flour	NAME
,	O
plus	O
more	QUANTITY
for	O
dusting	O

6	QUANTITY
carrots	NAME
,	O
sliced	O

1/2	QUANTITY
cups	UNIT
beef	NAME
broth	NAME

1	QUANTITY
tbsp.	UNIT
vegetable	NAME
oil	NAME

4	QUANTITY
sprigs	UNIT
fresh	O
rosemary	NAME
or	O
2	QUANTITY
teaspoons	UNIT
dried	NAME
rosemary	NAME

1	QUANTITY
large	UNIT
red	NAME
bell	NAME
pepper	NAME
,	O
thinly	O
sliced	O

a	QUANTITY
small	QUANTITY
bunch	UNIT
parsley	NAME
,	O
chopped	O

1	QUANTITY
medium	UNIT
onion	NAME
,	O
chopped	O
-LRB-	O
about	QUANTITY
1/2	QUANTITY
cup	UNIT
-RRB-	O

1	QUANTITY
1/2	QUANTITY
kg	UNIT
pot-roast	NAME
-LRB-	O
topside	O
-RRB-	O
beef	NAME

Kosher	O
salt	NAME
and	O
freshly	O
ground	O
pepper	NAME

2	QUANTITY
large	UNIT
garlic	NAME
cloves	UNIT

2	QUANTITY
pounds	UNIT
filet	NAME
mignon	NAME
or	O
beef	NAME
sirloin	NAME

1	QUANTITY
bay	NAME
leaf	NAME

1	QUANTITY
handful	UNIT
fresh	O
coriander	NAME
,	O
plus	O
more	QUANTITY
for	O
serving	O

1	QUANTITY
package	UNIT
frozen	O
peas	NAME

1	QUANTITY
tablespoon	UNIT
brown	NAME
sugar	NAME

1	QUANTITY
tbsp.	UNIT
dark	NAME
brown	NAME
sugar	NAME

1	QUANTITY
package	UNIT
frozen	O
peas	NAME

buttered	NAME
noodles	NAME
,	O
for	O
serving	O

2	QUANTITY
cups	UNIT
chopped	O
onion	NAME
-LRB-	O
about	QUANTITY
1	QUANTITY
large	UNIT
-RRB-	O

1/2	QUANTITY
teaspoon	UNIT
-LRB-	UNIT
s	UNIT
-RRB-	UNIT
salt	NAME

3	QUANTITY
cloves	UNIT
garlic	NAME
smashed	O

1	QUANTITY
tablespoon	UNIT
-LRB-	UNIT
s	UNIT
-RRB-	UNIT
soy	NAME
sauce	NAME

1	QUANTITY
-LRB-	O
14-oz	O
.	O
-RRB-	O
can	UNIT
beef	NAME
broth	NAME

10	QUANTITY
baby	NAME
garlic	NAME
scapes	NAME
chopped	O

2	QUANTITY
tbsp	UNIT
-LRB-	O
25	QUANTITY
ml	UNIT
-RRB-	O
tomato	NAME
paste	NAME
-LRB-	O
see	O
notes	O
-RRB-	O

1	QUANTITY
1/2	QUANTITY
lb	UNIT
.	UNIT
center-cut	NAME
beef	NAME
tenderloin	NAME

1	QUANTITY
recipe	NAME
salsa	NAME
verde	NAME

*	O
2	QUANTITY
large	UNIT
tomatoes	NAME
,	O
diced	O

1	QUANTITY
6	UNIT
oz	UNIT
.	UNIT
can	UNIT
tomato	NAME
paste	NAME

1	QUANTITY
tablespoon	UNIT
-LRB-	UNIT
s	UNIT
-RRB-	UNIT
molasses	NAME

1 1/2	QUANTITY
cups	UNIT
-LRB-	O
375	QUANTITY
ml	UNIT
-RRB-	O
biscuit	NAME
mix	NAME

2	QUANTITY
tablespoons	UNIT
unsalted	NAME
butter	NAME
,	O
at	O
room	O
temperature	O

1/4	QUANTITY
c.	UNIT
sweet-hot	NAME
or	O
honey	NAME
mustard	NAME

2	QUANTITY
can	UNIT
beef	NAME
broth	NAME

1	QUANTITY
cup	UNIT
chopped	O
yellow	NAME
onion	NAME

1	QUANTITY
large	UNIT
onion	NAME

1	QUANTITY
pound	UNIT
cubed	O
boneless	NAME
beef	NAME
stew	NAME
meat	NAME

2	QUANTITY
stalks	UNIT
celery	NAME
,	O
cut	O
into	O
thirds	O

1	QUANTITY
large	UNIT
onion	NAME
,	O
chopped	O

1/2	QUANTITY
c.	UNIT
loosely	O
packed	O
fresh	O
parsley	NAME
leaves	NAME

1/3	QUANTITY
cup	UNIT
diced	O
carrot	NAME

2	QUANTITY
medium	UNIT
onions	NAME

1	QUANTITY
1/2	QUANTITY
c.	UNIT
chicken	NAME
or	O
beef	NAME
broth	NAME

4	QUANTITY
x	O
Potatoes	NAME

1	QUANTITY
tbsp.	UNIT
tomato	NAME
paste	NAME

Béarnaise	NAME
Sauce	NAME
-LRB-	O
optional	O
-RRB-	O

4	QUANTITY
garlic	NAME
cloves	UNIT

1.0	QUANTITY
l	UNIT
beef	NAME
stock	NAME
,	O
boiling	O

2	QUANTITY
tablespoons	UNIT
vegetable	NAME
oil	NAME

1/2	QUANTITY
Coriander-Dusted	NAME
Roast	NAME
Beef	NAME
or	O
12	QUANTITY
ounces	UNIT
roast	NAME
beef	NAME

1	QUANTITY
14	UNIT
oz	UNIT
can	UNIT
fire	O
roasted	O
chopped	O
tomatoes	NAME
with	NAME
juice	NAME

1	QUANTITY
lb	UNIT
.	UNIT
red	NAME
potatoes	NAME

1	QUANTITY
1/2	QUANTITY
Tbsp	UNIT
minced	O
fresh	O
ginger	NAME

6	QUANTITY
oz	UNIT
.	UNIT
rice	NAME
noodles	NAME

1	QUANTITY
glass	UNIT
red	NAME
wine	NAME

5	QUANTITY
tablespoons	UNIT
olive	NAME
oil	NAME

freshly	O
ground	O
pepper	NAME

1	QUANTITY
tsp.	UNIT
ground	O
coriander	NAME

1	QUANTITY
bay	NAME
leaf	NAME

1/3	QUANTITY
cup	UNIT
diced	O
celery	NAME

4	QUANTITY
cups	UNIT
beef	NAME
broth	NAME

2	QUANTITY
dried	O
bay	NAME
leaves	NAME

1	QUANTITY
Tsp	UNIT
Bacon	NAME
Fat	NAME
*	O

Salsa	NAME
,	O
sour	NAME
cream	NAME
and	O
cilantro	NAME
for	O
serving	O

2	QUANTITY
garlic	NAME
cloves	UNIT
,	O
crushed	O

2	QUANTITY
tablespoons	UNIT
canola	NAME
oil	NAME

2 1/2	QUANTITY
pounds	UNIT
center-cut	NAME
beef	NAME
tenderloin	NAME
,	O
tied	O
by	O
your	O
butcher	O

Chopped	O
fresh	O
parsley	NAME

3	QUANTITY
tablespoons	UNIT
olive	NAME
oil	NAME
,	O
divided	O

*	O
2	QUANTITY
tbsp	UNIT
olive	NAME
oil	NAME

Cooked	O
curly	O
egg	NAME
noodles	NAME

150	QUANTITY
ml	UNIT
red	NAME
wine	NAME

1/2	QUANTITY
Coriander-Dusted	NAME
Roast	NAME
Beef	NAME
or	O
12	QUANTITY
ounces	UNIT
roast	NAME
beef	NAME
,	O
shredded	O

1/2	QUANTITY
pound	UNIT
-LRB-	O
or	O
more	QUANTITY
as	QUANTITY
desired	QUANTITY
-RRB-	O
fresh	O
white	NAME
mushrooms	NAME
,	O
cleaned	O
and	O
trimmed	O

1	QUANTITY
cup	UNIT
-LRB-	UNIT
s	UNIT
-RRB-	UNIT
hot	NAME
water	NAME

3/4	QUANTITY
lb	UNIT
.	UNIT
ground	NAME
beef	NAME

1	QUANTITY
tablespoon	UNIT
brown	NAME
sugar	NAME

3	O
pounds/1	O
.5	O
kg	UNIT
sirloin	NAME
tip	NAME
,	O
cut	O
into	O
fat	O
fingers	O

2	QUANTITY
to	QUANTITY
3	QUANTITY
teaspoons	UNIT
Dijon	NAME
mustard	NAME

2	QUANTITY
medium	UNIT
potatoes	NAME

8	QUANTITY
small	UNIT
asparagus	NAME
spears	NAME

12	QUANTITY
corn	NAME
tortillas	NAME

Bearnaise	NAME
sauce	NAME
,	O
optional	O

?	O
tsp	UNIT
dried	NAME
parsley	NAME
flakes	NAME

1	QUANTITY
1/4	QUANTITY
cups	UNIT
-LRB-	O
300	QUANTITY
ml	UNIT
-RRB-	O
beef	NAME
stock	NAME
,	O
divided	O

*	O
2	QUANTITY
tbsp	UNIT
paprika	NAME

3	QUANTITY
to	QUANTITY
4	QUANTITY
lbs	UNIT
of	O
a	O
brisket	NAME
cut	NAME
of	NAME
beef	NAME

3/4	QUANTITY
cup	UNIT
-LRB-	O
175	QUANTITY
ml	UNIT
-RRB-	O
shredded	O
cheddar	NAME
cheese	NAME
,	O
divided	O

*	O
2	QUANTITY
tbsp	UNIT
tomato	NAME
purã?â?ã?â	NAME
©	O
e	O

kosher	O
salt	NAME

Lots	QUANTITY
of	O
salt	NAME
and	O
pepper	NAME

1	O
8-ounce	O
can	UNIT
-LRB-	UNIT
s	UNIT
-RRB-	UNIT
tomato	NAME
sauce	NAME

3	QUANTITY
bay	NAME
leaves	NAME

15	QUANTITY
ounces	UNIT
beef	NAME
broth	NAME
-LRB-	O
1	QUANTITY
can	UNIT
-RRB-	O

1/2	QUANTITY
cup	UNIT
-LRB-	UNIT
s	UNIT
-RRB-	UNIT
chopped	O
onion	NAME

8	QUANTITY
ounces	UNIT
pre-sliced	O
mushrooms	NAME

1.0	QUANTITY
tbsp	UNIT
black	NAME
peppercorns	NAME

3	QUANTITY
carrots	NAME
,	O
halved	O

1	QUANTITY
Teaspoon	UNIT
Sea	NAME
Salt	NAME

3	QUANTITY
limes	NAME

1/4	QUANTITY
cup	UNIT
chopped	O
fresh	O
Italian	NAME
parsley	NAME

3	QUANTITY
tbsp	UNIT
chili	NAME
powder	O

1.2	QUANTITY
kg	UNIT
beef	NAME
cheeks	NAME

400.0	UNIT
g	UNIT
can	UNIT
beef	NAME
consommé	NAME

1	QUANTITY
cup	UNIT
reserved	NAME
gravy	NAME
from	NAME
Coriander-Dusted	NAME
Roast	NAME
Beef	NAME
or	O
other	O
gravy	NAME

1	QUANTITY
tbsp.	UNIT
cayenne	NAME

1/4	QUANTITY
cup	UNIT
sour	NAME
cream	NAME

1 1/2	QUANTITY
cup	UNIT
-LRB-	UNIT
s	UNIT
-RRB-	UNIT
water	NAME

Salt	NAME
and	O
freshly	O
ground	O
black	NAME
pepper	NAME

1	QUANTITY
tablespoon	UNIT
coarsely	O
ground	O
peppercorn	NAME
melange	NAME
*	O
or	O
black	NAME
pepper	NAME

2	QUANTITY
tablespoons	UNIT
flour	NAME

1	QUANTITY
large	UNIT
onion	NAME
,	O
halved	O
and	O
sliced	O

1	QUANTITY
-LRB-	O
4-pound	UNIT
-RRB-	O
beef	NAME
brisket	NAME

chopped	O
fresh	O
parsley	NAME

Freshly	O
ground	O
black	NAME
pepper	NAME

1	QUANTITY
1/2	QUANTITY
tbsp.	UNIT
all-purpose	NAME
flour	NAME

1	QUANTITY
pound	UNIT
cooked	NAME
beef	NAME
,	O
diced	O

Coarse	O
salt	NAME
and	O
freshly	O
ground	O
black	NAME
pepper	NAME

*	O
2	QUANTITY
clove	UNIT
garlic	NAME
,	O
finely	O
chopped	O

1	QUANTITY
cup	UNIT
beef	NAME
stock	NAME

1/2	QUANTITY
c.	UNIT
dry	NAME
Madeira	NAME
wine	NAME

1	QUANTITY
lb	UNIT
.	UNIT
white	NAME
mushrooms	NAME

3	QUANTITY
tablespoons	UNIT
butter	NAME
or	O
margarine	NAME

5	QUANTITY
pounds	UNIT
flat	NAME
cut	NAME
beef	NAME
brisket	NAME

1/2	QUANTITY
of	O
the	O
Coriander-Dusted	NAME
Roast	NAME
Beef	NAME
or	O
12	QUANTITY
ounces	UNIT
roast	NAME
beef	NAME

1 1/2	QUANTITY
lbs	UNIT
Beef	NAME
Chuck	NAME
Steak	NAME

Canola	NAME
oil	NAME
,	O
for	O
frying	O

1/4	QUANTITY
cup	UNIT
salt	NAME

6	QUANTITY
sprigs	UNIT
fresh	O
thyme	NAME
or	O
3/4	QUANTITY
teaspoon	UNIT
dried	NAME
thyme	NAME

1	QUANTITY
pound	UNIT
-LRB-	UNIT
s	UNIT
-RRB-	UNIT
beef	NAME
top	NAME
sirloin	NAME
steak	NAME
,	O
cut	O
into	O
thin	O
strips	O

1.0	QUANTITY
tsp	UNIT
Chinese	NAME
five-spice	NAME
powder	NAME

1	QUANTITY
cup	UNIT
dry	NAME
sherry	NAME

1	QUANTITY
carrot	NAME
,	O
chopped	O

1	QUANTITY
teaspoon	UNIT
black	NAME
pepper	NAME

1	QUANTITY
medium	UNIT
onion	NAME
,	O
thinly	O
sliced	O

1	QUANTITY
tablespoon	UNIT
Dijon	NAME
mustard	NAME

1 1/2	QUANTITY
teaspoons	UNIT
hungarian	NAME
hot	NAME
paprika	NAME

Salt	NAME
and	O
freshly	O
ground	O
pepper	NAME

4	QUANTITY
-LRB-	O
4-ounce	UNIT
-RRB-	O
beef	NAME
tenderloin	NAME
steaks	NAME

1/2	QUANTITY
cup	UNIT
Burgundy	NAME
or	O
other	O
dry	NAME
red	NAME
wine	NAME

1/2	QUANTITY
cup	UNIT
freshly	O
ground	O
black	NAME
pepper	NAME

1	QUANTITY
1/2	QUANTITY
lb	UNIT
.	UNIT
beef	NAME
tenderloin	NAME
,	O
cut	O
into	O
3	O
?	O
x	O
1	O
?	O
x	O
??	O
slices	O

1	QUANTITY
tablespoon	UNIT
olive	NAME
oil	NAME

1/4	QUANTITY
c.	UNIT
apple	NAME
jelly	NAME

200	QUANTITY
ml	UNIT
beef	NAME
or	O
veal	NAME
stock	NAME

1/4	QUANTITY
cup	UNIT
reserved	NAME
gravy	NAME
from	NAME
Coriander-Dusted	NAME
Roast	NAME
Beef	NAME
or	O
other	O
beef	NAME
gravy	NAME

6	QUANTITY
radish	NAME
,	O
thinly	O
sliced	O

2	QUANTITY
teaspoons	UNIT
finely	O
grated	O
lemon	NAME
peel	NAME

1 1/2	QUANTITY
pounds	UNIT
white	NAME
onions	NAME
,	O
halved	O
through	O
core	O
,	O
thinly	O
sliced	O
crosswise	O
-LRB-	O
about	QUANTITY
8	QUANTITY
cups	UNIT
-RRB-	O

1	QUANTITY
1/4	QUANTITY
tsp.	UNIT
cornstarch	NAME

1	QUANTITY
beef	NAME
brisket	NAME
,	O
4	QUANTITY
to	QUANTITY
5	QUANTITY
lb	UNIT
.	UNIT

1	QUANTITY
tbsp.	UNIT
vegetable	NAME
oil	NAME

1/2	QUANTITY
tsp	UNIT
cinnamon	NAME

1	QUANTITY
cup	UNIT
kidney	NAME
beans	NAME
,	O
drained	O
and	O
rinsed	O

2	QUANTITY
cups	UNIT
dry	NAME
red	NAME
wine	NAME

1/2	QUANTITY
cup	UNIT
sour	NAME
cream	NAME

1/4	QUANTITY
c.	UNIT
dry	NAME
sherry	NAME

1/2	QUANTITY
cup	UNIT
strong	NAME
beef	NAME
broth	NAME
,	O
preferably	O
homemade	O

1/4	QUANTITY
cup	UNIT
reserved	NAME
gravy	NAME
from	NAME
Coriander-Dusted	NAME
Roast	NAME
Beef	NAME
or	O
other	O
beef	NAME
gravy	NAME

4	QUANTITY
cloves	UNIT
garlic	NAME
,	O
chopped	O

1	QUANTITY
medium	UNIT
onion	NAME

1	QUANTITY
lbs	UNIT
sliced	O
or	O
lean	NAME
ground	NAME
beef	NAME

1	QUANTITY
1/2	QUANTITY
lb	UNIT
.	UNIT
beef	NAME
chuck	NAME

2 1/2	QUANTITY
pounds	UNIT
large	NAME
Vidalia	NAME
or	O
other	O
sweet	NAME
onions	NAME
,	O
about	QUANTITY
5	QUANTITY
-LRB-	O
cut	O
into	O
slices	O
1/4-inch	O
thick	O
-RRB-	O

1	QUANTITY
tablespoon	UNIT
vegetable	NAME
oil	NAME

3/4	QUANTITY
lb	UNIT
lean	NAME
ground	NAME
beef	NAME

2	QUANTITY
Tbsp	UNIT
extra	NAME
virgin	NAME
olive	NAME
oil	NAME

1.5	QUANTITY
lbs	UNIT
ground	NAME
beef	NAME

4	QUANTITY
medium	UNIT
cloves	UNIT
garlic	NAME
,	O
peeled	O
and	O
left	O
whole	O

2	QUANTITY
tablespoons	UNIT
plain	NAME
flour	NAME

zest	NAME
from	NAME
1	QUANTITY
lime	NAME

1	QUANTITY
large	UNIT
garlic	NAME
clove	UNIT
,	O
minced	O

*	O
150	QUANTITY
ml	UNIT
soured	NAME
cream	NAME

4	QUANTITY
can	UNIT
beef	NAME
broth	NAME

4	QUANTITY
tbsp.	UNIT
unsalted	NAME
butter	NAME

1	QUANTITY
tbsp.	UNIT
vegetable	NAME
oil	NAME

.13	QUANTITY
tsp.	UNIT
ground	O
black	NAME
pepper	NAME

1	QUANTITY
tbsp.	UNIT
.	UNIT
Dijon	NAME
mustard	NAME

2	QUANTITY
tbsp.	UNIT
extra-virgin	NAME
olive	NAME
oil	NAME

1	QUANTITY
large	UNIT
onion	NAME

1	QUANTITY
tablespoon	UNIT
vegetable	NAME
or	O
olive	NAME
oil	NAME

1/4	QUANTITY
cup	UNIT
soy	NAME
sauce	NAME

Salt	NAME
to	QUANTITY
taste	QUANTITY

1/4	QUANTITY
c.	UNIT
reserved	NAME
gravy	NAME
from	NAME
Coriander-Dusted	NAME
Roast	NAME
Beef	NAME
or	O
other	O
beef	NAME
gravy	NAME

Kosher	O
salt	NAME
and	O
freshly	O
ground	O
pepper	NAME

2	QUANTITY
tsp.	UNIT
each	UNIT
dried	NAME
thyme	NAME
and	O
rosemary	NAME

3	QUANTITY
cups	UNIT
of	O
beef	NAME
stock	NAME
,	O
preferabley	O
homemade	O

3	QUANTITY
tablespoons	UNIT
hungarian	NAME
sweet	NAME
paprika	NAME

*	O
300	QUANTITY
ml	UNIT
beef	NAME
stock	NAME
,	O
home-made	O
or	O
shop-bought	O

1/4	QUANTITY
cup	UNIT
all-purpose	NAME
flour	NAME

1	QUANTITY
dried	O
red	NAME
chilli	NAME

Worcestershire	NAME
sauce	NAME

1	QUANTITY
onion	NAME
,	O
sliced	O

1 1/2	QUANTITY
tablespoons	UNIT
tomato	NAME
paste	NAME

salsa	NAME
,	O
for	O
serving	O

1	QUANTITY
small	UNIT
yellow	NAME
onion	NAME
,	O
thinly	O
sliced	O

?	O
c.	UNIT
sour	NAME
cream	NAME

1 1/2	QUANTITY
ounces	UNIT
crumbled	O
blue	NAME
cheese	NAME

1/2	QUANTITY
teaspoon	UNIT
ground	O
cinnamon	NAME

Salt	NAME
and	O
pepper	NAME

1	QUANTITY
Tbsp	UNIT
whole	O
coriander	NAME
seeds	NAME
,	O
coarsely	O
ground	O

6	QUANTITY
cups	UNIT
low-salt	NAME
chicken	NAME
broth	NAME

1	QUANTITY
teaspoon	UNIT
minced	O
garlic	NAME

4	QUANTITY
cup	UNIT
regular	NAME
long-grain	NAME
white	NAME
rice	NAME
,	O
cooked	O
according	O
to	O
package	O
directions	O
-LRB-	O
about	QUANTITY
3	QUANTITY
cups	UNIT
-RRB-	O

1	QUANTITY
can	UNIT
Campbell	O
's	O
®	O
Condensed	QUANTITY
Beef	QUANTITY
Broth	QUANTITY

1/4	QUANTITY
c.	UNIT
water	NAME

1	QUANTITY
cup	UNIT
reserved	NAME
gravy	NAME
from	NAME
